pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,pl_cbflag,pl_eqt,pl_insol,pl_masse,pl_msinie,pl_rade,pl_radj,pl_trandep,pl_trandur,pl_imppar,pl_disc,pl_status,gaia_dist,st_spstr,st_logg,st_metfe,st_age,pl_facility
Kepler-139,c,Transit,2,157.07287800,0.586000,,,1,0,18h49m34.07s,+43d53m21.7s,282.391957,43.889351,417.00,12.701,Kepler-band,12.677,5594.00,,1.30,0,,,,,3.380,0.302,,0.3549000,0.8300,2014,3,395.45,,4.25,,,Kepler
Kepler-140,c,Transit,2,91.35328200,0.414000,,,1,0,19h09m28.67s,+46d46m05.6s,287.369468,46.768213,572.00,12.996,Kepler-band,12.941,6077.00,,1.29,0,,,,,1.800,0.161,,0.3300000,0.1300,2014,3,593.80,,4.27,,,Kepler
Kepler-141,b,Transit,2,3.10767500,0.039000,,,1,0,19h51m53.02s,+47d43m54.0s,297.970897,47.731678,301.00,13.448,Kepler-band,13.421,4910.00,,0.79,0,,,,,0.690,0.062,,0.0924000,0.5400,2014,3,303.83,,4.57,,,Kepler
Kepler-141,c,Transit,2,7.01060600,0.067000,,,1,0,19h51m53.02s,+47d43m54.0s,297.970897,47.731678,301.00,13.448,Kepler-band,13.421,4910.00,,0.79,0,,,,,1.410,0.126,,0.1244000,0.3100,2014,3,303.83,,4.57,,,Kepler
Kepler-142,c,Transit,3,4.76170200,0.057000,,,1,0,19h40m28.54s,+48d28m52.6s,295.118899,48.481281,583.00,13.203,Kepler-band,13.197,5790.00,,1.27,0,,,,,2.860,0.255,,0.1376000,0.3700,2014,3,557.51,,4.26,,,Kepler
Kepler-142,d,Transit,3,41.80911800,0.242000,,,1,0,19h40m28.54s,+48d28m52.6s,295.118899,48.481281,583.00,13.203,Kepler-band,13.197,5790.00,,1.27,0,,,,,2.160,0.193,,0.3620000,0.9400,2014,3,557.51,,4.26,,,Kepler
Kepler-143,b,Transit,2,16.00758300,0.127000,,,1,0,19h52m16.25s,+49d24m45.4s,298.067706,49.412605,746.00,13.770,Kepler-band,13.706,5848.00,,1.36,0,,,,,2.410,0.215,,0.0472000,0.7900,2014,3,828.71,,4.20,,,Kepler
Kepler-143,c,Transit,2,27.08251100,0.181000,,,1,0,19h52m16.25s,+49d24m45.4s,298.067706,49.412605,746.00,13.770,Kepler-band,13.706,5848.00,,1.36,0,,,,,3.370,0.301,,0.2126000,0.8900,2014,3,828.71,,4.20,,,Kepler
Kepler-144,b,Transit,2,5.88527300,0.066000,,,1,0,18h47m39.76s,+42d46m31.8s,281.915678,42.775513,487.00,11.992,Kepler-band,11.944,6075.00,,1.24,0,,,,,1.330,0.119,,0.0780000,0.3400,2014,3,389.22,,4.29,,,Kepler
Kepler-144,c,Transit,2,10.10466500,0.094000,,,1,0,18h47m39.76s,+42d46m31.8s,281.915678,42.775513,487.00,11.992,Kepler-band,11.944,6075.00,,1.24,0,,,,,1.350,0.120,,0.0949000,0.2500,2014,3,389.22,,4.29,,,Kepler
Kepler-145,b,Transit,2,22.95100000,,,,1,0,19h25m33.06s,+44d31m44.8s,291.387762,44.529106,577.00,11.931,Kepler-band,11.875,6022.00,1.28,1.98,0,,,37.10000,,2.650,0.236,,,,2013,3,576.15,,3.95,,,Kepler
Kepler-145,c,Transit,2,42.88200000,,,,1,0,19h25m33.06s,+44d31m44.8s,291.387762,44.529106,577.00,11.931,Kepler-band,11.875,6022.00,1.28,1.98,0,,,79.40000,,4.320,0.385,,,,2013,3,576.15,,3.95,,,Kepler
Kepler-146,b,Transit,2,31.15879900,0.200000,,,1,0,19h36m26.58s,+38d42m36.8s,294.110756,38.710230,799.00,13.838,Kepler-band,13.803,5948.00,,1.21,0,,,,,3.710,0.331,,0.2162000,0.2100,2014,3,731.81,,4.31,,,Kepler
Kepler-146,c,Transit,2,76.73217100,0.364000,,,1,0,19h36m26.58s,+38d42m36.8s,294.110756,38.710230,799.00,13.838,Kepler-band,13.803,5948.00,,1.21,0,,,,,3.130,0.279,,0.2590000,0.1200,2014,3,731.81,,4.31,,,Kepler
Kepler-147,b,Transit,2,12.61058400,0.113000,,,1,0,19h11m54.18s,+39d05m13.9s,287.975766,39.087181,902.00,13.954,Kepler-band,13.915,6012.00,,1.47,0,,,,,1.530,0.136,,0.1853000,0.5100,2014,3,1073.89,,4.18,,,Kepler
Kepler-147,c,Transit,2,33.41642300,0.216000,,,1,0,19h11m54.18s,+39d05m13.9s,287.975766,39.087181,902.00,13.954,Kepler-band,13.915,6012.00,,1.47,0,,,,,2.430,0.217,,0.3039000,0.0200,2014,3,1073.89,,4.18,,,Kepler
Kepler-148,b,Transit,3,1.72936600,0.028000,,,1,0,19h19m08.69s,+46d51m31.6s,289.786216,46.858788,796.00,15.342,Kepler-band,15.336,5272.00,,0.85,0,,,,,1.800,0.161,,0.0732000,0.0500,2014,3,809.42,,4.55,,,Kepler
Kepler-148,c,Transit,3,4.18004300,0.050000,,,1,0,19h19m08.69s,+46d51m31.6s,289.786216,46.858788,796.00,15.342,Kepler-band,15.336,5272.00,,0.85,0,,,,,3.600,0.321,,0.1034000,0.4800,2014,3,809.42,,4.55,,,Kepler
Kepler-149,b,Transit,3,29.19894300,0.184000,,,1,0,19h03m24.88s,+38d23m02.8s,285.853667,38.384119,521.00,14.001,Kepler-band,14.019,5381.00,,0.95,0,,,,,4.210,0.376,,0.2114000,0.0200,2014,3,580.57,,4.46,,,Kepler
Kepler-149,c,Transit,3,55.32832800,0.281000,,,1,0,19h03m24.88s,+38d23m02.8s,285.853667,38.384119,521.00,14.001,Kepler-band,14.019,5381.00,,0.95,0,,,,,1.610,0.144,,0.2895000,0.5000,2014,3,580.57,,4.46,,,Kepler
Kepler-149,d,Transit,3,160.01803200,0.571000,,,1,0,19h03m24.88s,+38d23m02.8s,285.853667,38.384119,521.00,14.001,Kepler-band,14.019,5381.00,,0.95,0,,,,,3.960,0.353,,0.2146000,0.6200,2014,3,580.57,,4.46,,,Kepler
Kepler-150,b,Transit,5,3.42805400,0.044000,,,1,0,19h12m56.18s,+40d31m15.3s,288.234084,40.520905,927.00,14.985,Kepler-band,14.974,5560.00,,0.94,0,,,,,1.250,0.112,,0.0962000,0.0800,2014,3,914.40,,4.47,,,Kepler
Kepler-150,d,Transit,5,12.56093000,0.104000,,,1,0,19h12m56.18s,+40d31m15.3s,288.234084,40.520905,927.00,14.985,Kepler-band,14.974,5560.00,,0.94,0,,,,,2.790,0.249,,0.1568000,0.1200,2014,3,914.40,,4.47,,,Kepler
Kepler-150,e,Transit,5,30.82655700,0.189000,,,1,0,19h12m56.18s,+40d31m15.3s,288.234084,40.520905,927.00,14.985,Kepler-band,14.974,5560.00,,0.94,0,,,,,3.120,0.278,,0.2273000,0.9300,2014,3,914.40,,4.47,,,Kepler
HAT-P-42,b,Transit,1,4.64187800,0.057500,0.000000,85.900,0,0,09h01m22.65s,+06d05m50.0s,135.344391,6.097230,447.00,12.168,V (Johnson),12.003,5743.00,1.18,1.53,0,1428,,331.80100,,14.348,1.280,,0.1681000,0.5770,2012,3,409.91,,4.14,0.270,5.200,HATNet
HAT-P-43,b,Transit,1,3.33268700,0.044300,0.000000,88.700,0,0,08h35m42.18s,+10d12m24.0s,128.925737,10.206653,542.00,13.356,V (Johnson),13.216,5645.00,1.05,1.10,0,1361,,210.39500,,14.359,1.281,,0.1354000,0.1900,2012,3,536.98,,4.37,0.230,5.700,HATNet
HAT-P-44,b,Transit,2,4.30121900,0.050700,0.044000,89.100,0,0,14h12m34.58s,+47d00m52.9s,213.144074,47.014687,363.00,,,12.973,5295.00,0.94,0.95,0,1108,,111.87100,,13.922,1.242,,0.1302000,0.1720,2014,3,351.38,,4.46,0.330,7.500,HATNet
HAT-P-44,c,Radial Velocity,2,872.20000000,1.752000,0.494000,,0,0,14h12m34.58s,+47d00m52.9s,213.144074,47.014687,363.00,,,12.973,5295.00,0.94,0.95,0,,,,1271.30000,,,,0.5030000,,2014,3,351.38,,4.46,0.330,7.500,W. M. Keck Observatory
HAT-P-45,b,Transit,1,3.12899200,0.045200,0.049000,87.800,0,0,18h17m29.58s,-03d22m51.7s,274.373238,-3.381036,305.00,,,12.398,6330.00,1.26,1.32,0,1652,,283.49200,,15.984,1.426,,0.1436000,0.2810,2014,3,301.04,,4.30,0.070,2.000,HATNet
HAT-P-46,b,Transit,1,4.46312900,0.057700,0.123000,85.500,0,0,18h01m46.61s,-02d58m15.4s,270.444201,-2.970947,296.00,,,11.684,6120.00,1.28,1.40,0,1458,,156.68400,,14.392,1.284,,0.1291000,0.6260,2014,3,293.05,,4.25,0.300,2.500,HATNet
HAT-P-54,b,Transit,1,3.79984700,0.041170,0.074000,87.040,0,0,06h39m35.52s,+25d28m57.1s,99.898003,25.482540,144.25,13.600,Kepler-band,13.017,4390.00,0.65,0.62,0,818,,241.55080,,10.581,0.944,,,0.7410,2015,3,144.25,,4.67,-0.127,3.900,HATNet
HATS-2,b,Transit,1,1.35413300,0.023000,0.000000,87.200,0,0,11h46m57.38s,-22d33m46.8s,176.739094,-22.562992,360.00,13.562,V (Johnson),13.342,5227.00,0.88,0.90,0,1577,,427.46300,,13.092,1.168,,0.0862000,0.2710,2013,3,345.30,K,4.48,0.150,9.700,HATSouth
HATS-3,b,Transit,1,3.54785100,0.048500,0.000000,86.200,0,0,20h49m49.79s,-24d25m43.7s,312.457440,-24.428793,453.00,12.440,V (Johnson),11.891,6351.00,1.21,1.40,0,1648,,340.38200,,15.480,1.381,,0.1494000,0.4970,2013,3,415.94,F,4.22,-0.157,3.200,HATSouth
HATS-5,b,Transit,1,4.76338700,0.054200,0.019000,89.300,0,0,04h28m53.49s,-21d28m54.9s,67.222871,-21.481916,257.00,12.630,V (Johnson),12.429,5304.00,0.94,0.87,0,1025,,75.32300,,10.223,0.912,,0.1244000,0.1580,2014,3,248.14,G,4.53,0.190,3.600,HATSouth
HATS-6,b,Transit,1,3.32527250,0.036230,0.000000,88.210,0,0,05h52m35.23s,-19d01m54.0s,88.146797,-19.031656,148.40,15.160,V (Johnson),14.360,3724.00,0.57,0.57,0,713,,101.38777,,11.187,0.998,3.230000,0.0850400,0.4270,2015,3,170.14,M1 V,4.68,0.200,8.100,HATSouth
HD 142,b,Radial Velocity,2,349.70000000,1.020000,0.170000,,0,0,00h06m19.18s,-49d04m30.7s,1.579898,-49.075191,26.21,5.700,V (Johnson),5.565,6245.00,1.23,1.47,0,,,,397.27000,,,,,,2001,3,26.21,G1 IV,4.62,0.090,,Anglo-Australian Telescope
HD 142,c,Radial Velocity,2,6005.00000000,6.800000,0.210000,,0,0,00h06m19.18s,-49d04m30.7s,1.579898,-49.075191,26.21,5.700,V (Johnson),5.565,6245.00,1.23,1.47,0,,,,1684.40000,,,,,,2012,3,26.21,G1 IV,4.62,0.090,,Anglo-Australian Telescope
HD 1502,b,Radial Velocity,1,431.80000000,1.310000,0.101000,,0,0,00h19m17.07s,+14d03m17.1s,4.821110,14.054755,191.96,8.520,V (Johnson),8.104,5049.00,1.61,4.50,0,,,,985.20000,,,,,,2011,3,191.96,K0,3.40,0.090,2.400,W. M. Keck Observatory
HD 1605,b,Radial Velocity,2,577.20000000,1.492000,0.095000,,0,0,00h20m31.52s,+30d58m29.3s,5.131330,30.974804,89.03,7.520,V (Johnson),7.257,4915.00,1.33,3.49,0,,,,296.85322,,,,,,2015,3,89.03,K1 IV,,0.220,4.360,Multiple Observatories
HD 1666,b,Radial Velocity,1,270.00000000,0.940000,0.630000,,0,0,00h20m52.34s,-19d55m52.4s,5.218085,-19.931225,118.31,8.170,V (Johnson),8.051,6317.00,1.50,1.93,0,,,,2040.00000,,,,,,2015,3,118.31,F7 V,4.06,0.370,1.760,Multiple Observatories
HD 1690,b,Radial Velocity,1,533.00000000,1.360000,0.640000,,0,0,00h21m13.32s,-08d16m52.2s,5.305497,-8.281169,769.37,9.170,V (Johnson),8.749,4374.00,1.86,21.66,0,,,,2793.72570,,,,,,2010,3,769.37,K1 III,2.04,-0.270,,La Silla Observatory
HD 2039,b,Radial Velocity,1,1120.00000000,2.200000,0.710000,,0,0,00h24m20.28s,-56d39m00.2s,6.084491,-56.650047,85.90,9.000,V (Johnson),8.860,5945.00,1.23,1.19,0,,,,1999.15070,,,,,,2002,3,85.90,G2/G3 IV/V,4.38,0.300,,Anglo-Australian Telescope
HD 2638,b,Radial Velocity,1,3.44420000,0.040000,0.000000,,0,0,00h29m59.87s,-05d45m50.4s,7.499466,-5.764002,55.05,9.375,V (Johnson),9.193,5186.00,0.77,0.94,0,,,,133.48860,,,,,,2005,3,55.05,G5,4.38,0.130,,La Silla Observatory
HD 3651,b,Radial Velocity,1,62.21800000,0.295000,0.596000,,0,0,00h39m21.81s,+21d15m01.7s,9.840858,21.250473,11.10,5.860,V (Johnson),5.635,5221.00,0.88,,0,,,,72.78000,,,,,,2003,3,11.14,K0 V,,0.240,,Multiple Observatories
HD 4113,b,Radial Velocity,1,526.62000000,1.280000,0.903000,,0,0,00h43m12.60s,-37d58m57.5s,10.802486,-37.982632,41.92,7.881,V (Johnson),7.711,5688.00,0.99,,0,,,,495.79000,,,,,,2007,3,41.92,G5,4.40,0.200,6.400,La Silla Observatory
HD 4203,b,Radial Velocity,2,431.88000000,1.170000,0.520000,,0,0,00h44m41.20s,+20d26m56.1s,11.171676,20.448927,81.57,8.687,V (Johnson),8.515,5596.00,1.25,1.42,0,,,,708.76090,,,,,,2001,3,81.57,G5,4.23,0.400,,W. M. Keck Observatory
HD 4208,b,Radial Velocity,1,828.00000000,1.650000,0.050000,,0,0,00h44m26.65s,-26d30m56.4s,11.111043,-26.515680,34.23,7.780,V (Johnson),7.611,5629.00,0.90,0.92,0,,,,260.62060,,,,,,2001,3,34.23,G5 V,4.46,-0.260,,W. M. Keck Observatory
HD 4308,b,Radial Velocity,1,15.56000000,0.120000,0.000000,,0,0,00h44m39.27s,-65d38m58.3s,11.163615,-65.649521,22.03,6.560,V (Johnson),6.372,5686.00,0.93,1.02,0,,,,15.89150,,,,,,2005,3,22.03,G5 V,4.39,-0.350,,La Silla Observatory
HD 4732,b,Radial Velocity,2,360.20000000,1.190000,0.130000,,0,0,00h49m13.95s,-24d08m12.0s,12.308117,-24.136671,54.87,5.890,V (Johnson),5.633,4959.00,1.74,5.40,0,,,,753.23000,,,,,,2012,3,54.87,K0 IV,3.16,0.010,,Multiple Observatories
HD 102117,b,Radial Velocity,1,20.81330000,0.150000,0.120000,,0,0,11h44m50.46s,-58d42m13.4s,176.210251,-58.703709,39.62,7.470,V (Johnson),7.282,5655.00,1.06,1.23,0,,,,54.03110,,,,,,2005,3,39.62,G6 V,4.29,0.280,,La Silla Observatory
HD 102195,b,Radial Velocity,1,4.11377000,0.050000,0.000000,,0,0,11h45m42.29s,+02d49m17.3s,176.426224,2.821483,29.36,8.062,V (Johnson),7.847,5301.00,0.76,0.82,0,,,,130.31030,,,,,,2006,3,29.36,K0 V,4.49,0.040,,Kitt Peak National Observatory
HD 102272,b,Radial Velocity,1,127.58000000,0.510000,0.050000,,0,0,11h46m23.54s,+14d07m26.4s,176.598068,14.123986,350.01,8.690,V (Johnson),8.405,4790.00,1.45,10.30,0,,,,1570.08020,,,,,,2008,3,350.01,K0,2.58,-0.410,,McDonald Observatory
HD 102329,b,Radial Velocity,1,778.09998000,1.810000,0.210000,,0,0,11h46m46.64s,+03d28m27.5s,176.694351,3.474293,218.42,8.040,V (Johnson),7.582,4745.00,3.21,9.82,0,,,,2593.49280,,,,,,2011,3,218.42,K0 III,2.96,0.050,,W. M. Keck Observatory
HD 102956,b,Radial Velocity,1,6.49480000,0.080000,0.050000,,0,0,11h51m22.51s,+57d38m26.6s,177.843796,57.640736,122.32,7.851,V (Johnson),7.608,4994.00,1.59,4.41,0,,,,292.40360,,,,,,2010,3,122.32,G5,3.35,0.130,,W. M. Keck Observatory
HD 103197,b,Radial Velocity,1,47.84000000,0.250000,0.000000,,0,0,11h52m52.98s,-50d17m34.2s,178.220749,-50.292824,57.24,9.391,V (Johnson),9.164,5250.00,0.80,0.88,0,,,,28.60470,,,,,,2009,3,57.24,K1 V(P),4.45,0.220,,La Silla Observatory
HD 103720,b,Radial Velocity,1,4.55570000,0.049800,0.086000,,0,0,11h56m41.18s,-02d46m44.2s,179.171600,-2.778953,41.60,9.490,V (Johnson),9.224,5017.00,0.79,0.73,0,,,,197.04600,,,,,,2014,3,45.60,K3 V,4.43,-0.020,3.800,La Silla Observatory
HD 104067,b,Radial Velocity,1,55.80600000,0.260000,0.000000,,0,0,11h59m10.01s,-20d21m13.6s,179.791702,-20.353781,20.38,7.930,V (Johnson),7.620,4937.00,0.62,0.74,0,,,,50.85280,,,,,,2009,3,20.38,K2 V,4.49,0.000,,La Silla Observatory
HD 104985,b,Radial Velocity,1,199.50500000,0.950000,0.090000,,0,0,12h05m15.12s,+76d54m20.6s,181.312988,76.905731,100.86,5.800,V (Johnson),5.474,4877.00,2.30,11.00,0,,,,2637.90000,,,,,,2003,3,100.86,G9 III,2.85,-0.150,,Okayama Astrophysical Observatory
HD 106270,b,Radial Velocity,1,2890.00000000,4.300000,0.402000,,0,0,12h13m37.28s,-09d30m48.2s,183.405350,-9.513381,94.06,7.577,V (Johnson),7.395,5638.00,1.32,2.50,0,,,,3496.00000,,,,,,2011,3,94.06,G5 IV,3.90,0.080,4.300,W. M. Keck Observatory
HD 106515 A,b,Radial Velocity,1,3630.00000000,4.590000,0.572000,,0,0,12h15m06.57s,-07d15m26.4s,183.777359,-7.257327,34.12,7.972,V (Johnson),7.778,5362.00,0.97,1.62,0,,,,3054.22000,,,,,,2012,3,34.12,G5,4.41,0.030,11.700,La Silla Observatory
HD 106906,b,Imaging,1,,650.000000,,,0,0,12h17m53.19s,-55d58m31.9s,184.471634,-55.975525,103.33,7.797,V (Johnson),7.686,6516.00,1.50,,0,1800,,3496.00000,,,,,,,2013,3,103.33,F5 V,,,0.013,Las Campanas Observatory
HD 108147,b,Radial Velocity,1,10.89850000,0.102000,0.530000,,0,0,12h25m46.27s,-64d01m19.5s,186.442780,-64.022087,38.96,6.995,V (Johnson),6.853,6265.00,1.27,,0,,,,82.95000,,,,,,2002,3,38.96,F8/G0 V,4.59,0.200,,La Silla Observatory
HD 108341,b,Radial Velocity,1,1129.00000000,2.000000,0.850000,,0,0,12h27m31.39s,-71d25m22.7s,186.880798,-71.422974,49.40,9.360,V (Johnson),9.143,5122.00,0.84,0.79,0,,,,1112.40000,,,,,,2014,3,48.98,K2 V,4.45,0.040,4.900,La Silla Observatory
HD 108874,b,Radial Velocity,2,394.48123000,1.040000,0.130000,,0,0,12h30m26.88s,+22d52m47.4s,187.612015,22.879829,68.50,8.738,V (Johnson),8.575,5600.00,1.10,1.05,0,,,,451.31860,,,,,,2002,3,59.62,G5,4.44,0.260,,W. M. Keck Observatory
HD 108874,c,Radial Velocity,2,1624.00000000,2.659000,0.239000,,0,0,12h30m26.88s,+22d52m47.4s,187.612015,22.879829,68.50,8.738,V (Johnson),8.575,5600.00,1.10,1.05,0,,,,314.64000,,,,,,2005,3,59.62,G5,4.44,0.260,,W. M. Keck Observatory
HD 109246,b,Radial Velocity,1,68.27000000,0.330000,0.120000,,0,0,12h32m07.19s,+74d29m22.4s,188.029953,74.489548,65.60,8.770,V (Johnson),8.587,5844.00,1.20,1.07,0,,,,273.33380,,,,,,2010,3,67.97,G0 V,4.46,0.100,,Haute-Provence Observatory
HD 109271,c,Radial Velocity,2,30.93000000,0.196000,0.150000,,0,0,12h33m35.56s,-11d37m18.7s,188.398148,-11.621868,55.96,8.055,V (Johnson),7.878,5783.00,1.05,,0,,,,24.15400,,,,,,2013,3,55.96,G5 V,4.28,0.100,7.300,La Silla Observatory
HD 109749,b,Radial Velocity,1,5.23989100,0.061500,0.000000,,0,0,12h37m16.38s,-40d48m43.6s,189.318237,-40.812115,63.20,8.080,V (Johnson),8.025,5824.00,1.13,1.22,0,,,,85.81410,,,,,,2005,3,63.20,G3 V,,0.240,3.300,W. M. Keck Observatory
HD 111232,b,Radial Velocity,1,1143.00000000,1.970000,0.200000,,0,0,12h48m51.75s,-68d25m30.5s,192.215637,-68.425148,28.98,7.590,V (Johnson),7.405,5512.00,0.84,0.90,0,,,,2269.30620,,,,,,2003,3,28.98,G5 V,4.45,-0.430,,La Silla Observatory
HD 113538,b,Radial Velocity,2,663.20000000,1.240000,0.140000,,0,0,13h04m57.48s,-52d26m34.5s,196.239487,-52.442924,15.90,9.057,V (Johnson),8.443,4462.00,0.58,0.53,0,,,,114.41000,,,,,,2010,3,16.29,K9 V,3.79,-0.240,4.300,La Silla Observatory
HD 113538,c,Radial Velocity,2,1818.00000000,2.440000,0.200000,,0,0,13h04m57.48s,-52d26m34.5s,196.239487,-52.442924,15.90,9.057,V (Johnson),8.443,4462.00,0.58,0.53,0,,,,295.57000,,,,,,2010,3,16.29,K9 V,3.79,-0.240,4.300,La Silla Observatory
HD 114386,b,Radial Velocity,1,937.70001000,1.730000,0.230000,,0,0,13h10m39.82s,-35d03m17.2s,197.665924,-35.054783,27.95,8.730,V (Johnson),8.418,4836.00,0.60,0.76,0,,,,362.32620,,,,,,2003,3,27.95,K3 V,4.45,-0.050,,La Silla Observatory
HD 114762,b,Radial Velocity,1,83.91510000,0.360000,0.340000,,0,0,13h12m19.74s,+17d31m01.6s,198.082260,17.517122,40.23,7.301,V (Johnson),7.140,5869.00,0.80,1.20,0,,,,3397.60270,,,,,,1989,3,40.23,F8,4.18,-0.720,,Oak Ridge Observatory
HD 114729,b,Radial Velocity,1,1114.00000000,2.100000,0.170000,,0,0,13h12m44.26s,-31d52m24.1s,198.184402,-31.873348,37.85,6.680,V (Johnson),6.514,5835.00,1.24,1.55,0,,,,346.43470,,,,,,2002,3,37.85,G0 V,4.15,-0.280,,W. M. Keck Observatory
HD 210277,b,Radial Velocity,1,442.19000000,1.130000,0.480000,,0,0,22h09m29.87s,-07d32m55.2s,332.374451,-7.548654,21.31,6.530,V (Johnson),6.343,5538.00,1.01,1.07,0,,,,410.00070,,,,,,1998,3,21.31,G8/K0 V,4.38,0.220,,W. M. Keck Observatory
HD 212771,b,Radial Velocity,1,373.29999000,1.160000,0.110000,,0,0,22h27m03.07s,-17d15m49.2s,336.762787,-17.263659,111.51,7.595,V (Johnson),7.352,5069.00,2.41,4.55,0,,,,1172.79270,,,,,,2009,3,111.51,G8 IV,3.51,-0.150,,W. M. Keck Observatory
HIP 78530,b,Imaging,1,,740.000000,,,0,0,16h01m55.46s,-21d58m49.4s,240.481064,-21.980389,156.70,7.192,V (Johnson),,10500.00,2.50,,0,2700,,7300.00000,,,,,,,2010,3,,B9 V,,,0.005,Gemini Observatory
Kepler-18,c,Transit,3,7.64159000,0.075200,0.000000,87.680,1,0,19h52m19.07s,+44d44m46.8s,298.079439,44.746321,507.00,13.549,Kepler-band,13.539,5345.00,0.97,1.11,0,,,17.30000,,5.490,0.490,0.228660,0.0145000,0.5930,2011,3,438.51,,4.31,0.190,10.000,Kepler
Kepler-18,d,Transit,3,14.85888000,0.117200,0.000000,88.070,1,0,19h52m19.07s,+44d44m46.8s,298.079439,44.746321,507.00,13.549,Kepler-band,13.539,5345.00,0.97,1.11,0,,,16.40000,,6.980,0.623,0.326500,0.1533000,0.7670,2011,3,438.51,,4.31,0.190,10.000,Kepler
Kepler-19,b,Transit,3,9.28716000,,0.120000,,1,0,19h21m41.00s,+37d51m06.4s,290.420839,37.851786,2119.00,11.898,Kepler-band,11.876,5544.00,0.94,0.86,0,,,8.40000,,,,,,,2011,3,219.95,,4.51,-0.080,1.900,Kepler
Kepler-20,b,Transit,6,3.69611525,0.046300,0.030000,87.355,1,0,19h10m47.52s,+42d20m19.4s,287.698004,42.338726,290.00,12.510,V (Johnson),12.453,5495.00,0.95,0.96,0,1105,,9.70000,,1.868,0.167,,,,2011,3,284.88,,4.45,0.070,7.600,Kepler
Kepler-20,c,Transit,6,10.85409089,0.094900,0.160000,89.815,1,0,19h10m47.52s,+42d20m19.4s,287.698004,42.338726,290.00,12.510,V (Johnson),12.453,5495.00,0.95,0.96,0,772,,12.75000,,3.047,0.272,,,,2011,3,284.88,,4.45,0.070,7.600,Kepler
Kepler-20,d,Transit,6,77.61130017,0.350600,,89.708,1,0,19h10m47.52s,+42d20m19.4s,287.698004,42.338726,290.00,12.510,V (Johnson),12.453,5495.00,0.95,0.96,0,401,,10.07000,,2.744,0.245,,,,2011,3,284.88,,4.45,0.070,7.600,Kepler
Kepler-20,f,Transit,6,19.57758478,0.139600,,88.788,1,0,19h10m47.52s,+42d20m19.4s,287.698004,42.338726,290.00,12.510,V (Johnson),12.453,5495.00,0.95,0.96,0,,,,,1.003,0.089,,,,2011,3,284.88,,4.45,0.070,7.600,Kepler
Kepler-21,b,Transit,1,2.78578000,0.042717,0.020000,83.200,1,0,19h09m26.84s,+38d42m50.5s,287.361816,38.714016,113.00,8.250,V (Johnson),8.128,6305.00,1.41,1.90,0,2025,,5.08000,,1.639,0.146,0.006217,0.1496000,0.5840,2012,3,108.86,F6 IV,4.03,-0.030,3.030,Kepler
Kepler-22,b,Transit,1,289.86230000,0.849000,0.000000,89.764,1,0,19h16m52.20s,+47d53m04.1s,289.217484,47.884464,190.00,11.664,Kepler-band,11.644,5518.00,0.97,0.98,0,262,,36.00000,,2.380,0.212,,0.3090000,0.7680,2011,3,195.74,G5 V,4.44,-0.290,,Kepler
Kepler-23,b,Transit,3,7.10730000,0.075000,,,1,0,19h36m52.54s,+49d28m45.2s,294.218924,49.479225,800.00,13.438,Kepler-band,13.401,5828.00,,1.55,0,,,254.30000,,1.900,0.170,,0.1988000,,2011,3,856.34,,4.09,,,Kepler
Kepler-23,d,Transit,3,15.27429900,0.124000,,,1,0,19h36m52.54s,+49d28m45.2s,294.218924,49.479225,800.00,13.438,Kepler-band,13.401,5828.00,,1.55,0,,,,,2.200,0.196,,0.2539000,0.2500,2014,3,856.34,,4.09,,,Kepler
Kepler-24,b,Transit,4,8.14530000,0.080000,,,1,0,19h21m39.18s,+38d20m37.5s,290.413267,38.343754,1200.00,14.925,Kepler-band,14.923,5897.00,,1.29,0,,,508.50000,,2.400,0.214,,0.1675000,,2011,3,1195.99,,4.20,,,Kepler
Kepler-24,c,Transit,4,12.33350000,0.106000,,,1,0,19h21m39.18s,+38d20m37.5s,290.413267,38.343754,1200.00,14.925,Kepler-band,14.923,5897.00,,1.29,0,,,508.50000,,2.800,0.250,,0.1546000,,2011,3,1195.99,,4.20,,,Kepler
Kepler-24,e,Transit,4,18.99835500,0.138000,,,1,0,19h21m39.18s,+38d20m37.5s,290.413267,38.343754,1200.00,14.925,Kepler-band,14.923,5897.00,,1.29,0,,,,,2.780,0.248,,0.1235000,0.1000,2014,3,1195.99,,4.20,,,Kepler
Kepler-25,b,Transit,3,6.23850000,,,,1,0,19h06m33.21s,+39d29m16.4s,286.638393,39.487894,244.96,10.734,Kepler-band,10.632,6270.00,1.19,1.31,0,,,9.60000,,2.710,0.242,,,0.5400,2011,3,244.96,,4.28,-0.040,11.000,Kepler
Kepler-25,c,Transit,3,12.72040000,,,,1,0,19h06m33.21s,+39d29m16.4s,286.638393,39.487894,244.96,10.734,Kepler-band,10.632,6270.00,1.19,1.31,0,,,24.60000,,5.200,0.464,,,0.8800,2011,3,244.96,,4.28,-0.040,11.000,Kepler
