pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,pl_cbflag,pl_eqt,pl_insol,pl_masse,pl_msinie,pl_rade,pl_radj,pl_trandep,pl_trandur,pl_imppar,pl_disc,pl_status,gaia_dist,st_spstr,st_logg,st_metfe,st_age,pl_facility
Kepler-85,d,Transit,4,17.91323000,0.130000,,,1,0,19h23m53.62s,+45d17m25.1s,290.973429,45.290318,789.00,14.779,Kepler-band,14.766,5436.00,,0.89,0,,,,,1.200,0.107,,0.1879000,0.0000,2014,3,782.09,,4.49,,,Kepler
Kepler-85,e,Transit,4,25.21675100,0.163000,,,1,0,19h23m53.62s,+45d17m25.1s,290.973429,45.290318,789.00,14.779,Kepler-band,14.766,5436.00,,0.89,0,,,,,1.270,0.113,,0.1701000,0.2000,2014,3,782.09,,4.49,,,Kepler
PH2,b,Transit,1,282.52550000,0.828000,0.410000,89.830,1,0,19h19m03.26s,+51d57m45.4s,289.763590,51.962601,346.00,12.620,Kepler-band,12.581,5629.00,0.94,1.00,0,281,,,,10.120,0.903,0.988200,0.4375000,0.5120,2013,3,347.27,,4.41,-0.078,,Kepler
Kepler-87,c,Transit,2,191.23180000,0.676000,0.039000,89.588,1,0,19h51m40.05s,+46d57m54.5s,297.916877,46.965130,1525.00,14.600,Kepler-band,14.587,5600.00,1.10,1.82,0,403,,6.40000,,6.140,0.548,,,0.5790,2013,3,1277.88,,3.96,-0.170,7.500,Kepler
KOI-142,b,Transit,2,10.95416000,,0.055930,89.055,1,0,19h24m35.54s,+40d40m09.9s,291.148088,40.669407,339.00,13.110,V (Johnson),13.105,5471.00,0.96,0.88,0,,,8.70000,,3.780,0.337,,0.1367000,0.3720,2013,3,381.01,G6 V,4.53,0.200,2.200,Kepler
KOI-142,c,Transit Timing Variations,2,22.33950000,0.155250,0.056280,86.200,1,0,19h24m35.54s,+40d40m09.9s,291.148088,40.669407,339.00,13.110,V (Johnson),13.105,5471.00,0.96,0.88,0,,,198.80000,,,,,,,2013,3,381.01,G6 V,4.53,0.200,2.200,Kepler
KOI-94,b,Transit,4,3.74320800,0.051190,0.250000,89.300,1,0,19h49m19.93s,+41d53m28.0s,297.333057,41.891117,462.00,12.205,Kepler-band,12.188,6182.00,1.28,1.52,0,1486,,10.50000,,1.710,0.153,,,0.0880,2013,3,483.65,,4.18,0.023,3.160,Kepler
KOI-94,e,Transit,4,54.32031000,0.304600,0.019000,89.760,1,0,19h49m19.93s,+41d53m28.0s,297.333057,41.891117,462.00,12.205,Kepler-band,12.188,6182.00,1.28,1.52,0,584,,35.00000,,6.560,0.585,,,0.1800,2013,3,483.65,,4.18,0.023,3.160,Kepler
KOI-351,b,Transit,8,7.00815100,0.074000,,89.400,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,0,,,,,1.310,0.117,,0.1663000,0.1300,2013,3,869.51,,4.40,-0.120,,Kepler
KOI-351,c,Transit,8,8.71937500,0.089000,,89.680,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,0,,,,,1.190,0.106,,0.1838000,0.0900,2013,3,869.51,,4.40,-0.120,,Kepler
KOI-351,d,Transit,8,59.73667000,0.320000,,89.710,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,0,,,,,2.870,0.256,,0.3500000,0.2800,2013,3,869.51,,4.40,-0.120,,Kepler
KOI-351,e,Transit,8,91.93913000,0.420000,,89.790,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,0,,,,,2.660,0.237,,0.4046000,0.2700,2013,3,869.51,,4.40,-0.120,,Kepler
KOI-351,f,Transit,8,124.91440000,0.480000,,89.770,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,0,,,,,2.880,0.257,,0.4558000,0.3500,2013,3,869.51,,4.40,-0.120,,Kepler
KOI-351,g,Transit,8,210.60697000,0.710000,,89.800,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,0,,,,,8.100,0.723,,0.5247000,0.4500,2013,3,869.51,,4.40,-0.120,,Kepler
Kepler-91,b,Transit,1,6.24658000,0.073100,,69.680,1,0,19h02m41.49s,+44d07m00.2s,285.672872,44.116734,1030.00,12.495,Kepler-band,12.476,4550.00,1.31,6.30,0,2040,,257.44230,,15.323,1.367,,,0.8667,2013,3,1344.56,K3,2.95,0.110,,Kepler
Kepler-92,b,Transit,3,13.74900000,,,,1,0,19h16m20.65s,+41d33m46.6s,289.086058,41.562941,444.00,11.565,Kepler-band,11.745,5883.00,,1.53,0,,,64.30000,,3.510,0.313,,,,2013,3,484.62,,4.14,,,Kepler
Kepler-93,b,Transit,2,4.72674000,,0.000000,89.180,1,0,19h25m40.39s,+38d40m20.5s,291.418281,38.672354,95.90,9.931,Kepler-band,9.862,5669.00,1.09,0.98,0,,,3.17830,,1.569,0.140,0.022000,,,2014,3,96.18,,4.47,-0.180,,Kepler
Kepler-93,c,Radial Velocity,2,1460.00000000,,,,1,0,19h25m40.39s,+38d40m20.5s,291.418281,38.672354,95.90,9.931,Kepler-band,9.862,5669.00,1.09,0.98,0,,,954.00000,,,,,,,2014,3,96.18,,4.47,-0.180,,W. M. Keck Observatory
Kepler-95,b,Transit,1,11.52310000,,,,1,0,18h57m55.79s,+44d23m52.9s,284.482459,44.398037,443.00,12.346,Kepler-band,12.304,5699.00,1.08,1.41,0,,,13.00000,,3.420,0.305,,,0.7400,2014,3,451.38,,4.17,0.300,5.630,Kepler
Kepler-96,b,Transit,1,16.23850000,,,,1,0,19h48m16.71s,+40d31m30.5s,297.069643,40.525141,134.00,10.297,Kepler-band,10.297,5690.00,1.00,1.02,0,,,8.46000,,2.670,0.238,,,0.5400,2014,3,123.32,,4.42,0.040,2.340,Kepler
Kepler-97,c,Radial Velocity,2,789.00000000,,,,1,0,19h09m18.39s,+48d40m24.4s,287.326624,48.673431,393.00,12.872,Kepler-band,12.813,5779.00,0.94,0.98,0,,,344.00000,,,,,,,2014,3,405.58,,4.43,-0.200,8.420,W. M. Keck Observatory
Kepler-99,b,Transit,1,4.60358000,,,,1,0,19h49m24.96s,+41d18m00.2s,297.354004,41.300049,210.00,12.970,Kepler-band,12.962,4782.00,0.79,0.73,0,,,6.15000,,1.480,0.132,,,0.2100,2014,3,209.63,,4.61,0.180,1.470,Kepler
Kepler-100,d,Transit,3,35.33310000,,,,1,0,19h25m32.63s,+41d59m25.0s,291.385979,41.990273,297.00,11.197,Kepler-band,11.129,5825.00,1.08,1.49,0,,,3.00000,,1.610,0.144,,,0.7500,2014,3,307.34,,4.12,0.020,6.460,Kepler
Kepler-101,c,Transit,2,6.02976000,0.068400,0.000000,84.600,1,0,18h53m01.32s,+48d21m18.8s,283.255489,48.355228,657.00,13.800,V (Johnson),13.567,5667.00,1.17,1.56,0,1413,,3.78000,,1.250,0.112,,0.1600000,0.7500,2014,3,953.44,G3 IV,4.12,0.330,5.900,Kepler
Kepler-102,b,Transit,5,5.28696000,,,,1,0,18h45m55.86s,+47d12m28.9s,281.482749,47.208031,110.00,11.492,Kepler-band,11.478,4909.00,0.81,0.76,0,,,4.30000,,0.470,0.042,,,0.0600,2014,3,108.13,,4.58,0.180,,Kepler
Kepler-102,c,Transit,5,7.07142000,,,,1,0,18h45m55.86s,+47d12m28.9s,281.482749,47.208031,110.00,11.492,Kepler-band,11.478,4909.00,0.81,0.76,0,,,3.00000,,0.580,0.052,,,0.0600,2014,3,108.13,,4.58,0.180,,Kepler
Kepler-102,e,Transit,5,16.14570000,,,,1,0,18h45m55.86s,+47d12m28.9s,281.482749,47.208031,110.00,11.492,Kepler-band,11.478,4909.00,0.81,0.76,0,,,8.93000,,2.220,0.198,,,0.3000,2013,3,108.13,,4.58,0.180,,Kepler
Kepler-104,b,Transit,3,11.42754800,0.094000,,,1,0,19h10m25.11s,+42d10m00.4s,287.604612,42.166779,403.00,12.596,Kepler-band,12.570,5711.00,,1.35,0,,,,,3.100,0.277,,0.1902000,0.4500,2014,3,405.42,,4.11,,,Kepler
Kepler-104,d,Transit,3,51.75539400,0.257000,,,1,0,19h10m25.11s,+42d10m00.4s,287.604612,42.166779,403.00,12.596,Kepler-band,12.570,5711.00,,1.35,0,,,,,3.580,0.319,,0.3110000,0.7600,2014,3,405.42,,4.11,,,Kepler
Kepler-105,b,Transit,2,5.41220000,0.066000,0.470000,85.940,1,0,19h11m32.96s,+46d16m34.5s,287.887325,46.276237,524.00,12.791,Kepler-band,12.802,5827.00,0.96,0.89,0,1418,,,,4.810,0.429,0.060000,0.1375000,0.6400,2013,3,465.33,,,-0.190,,Kepler
Kepler-105,c,Transit,2,7.12620000,,,,1,0,19h11m32.96s,+46d16m34.5s,287.887325,46.276237,524.00,12.791,Kepler-band,12.802,5827.00,0.96,0.89,0,,161.00,4.60000,,1.310,0.117,,,,2014,3,465.33,,,-0.190,,Kepler
Kepler-106,c,Transit,4,13.57080000,,,,1,0,20h03m27.35s,+44d20m15.2s,300.863971,44.337555,451.00,12.882,Kepler-band,12.839,5858.00,1.00,1.04,0,,,10.44000,,2.500,0.223,,,0.6900,2014,3,449.98,,4.41,-0.120,4.830,Kepler
Kepler-106,d,Transit,4,23.98020000,,,,1,0,20h03m27.35s,+44d20m15.2s,300.863971,44.337555,451.00,12.882,Kepler-band,12.839,5858.00,1.00,1.04,0,,,8.10000,,0.950,0.085,,,0.4500,2014,3,449.98,,4.41,-0.120,4.830,Kepler
Kepler-107,b,Transit,4,3.17999700,0.044000,,,1,0,19h48m06.78s,+48d12m31.0s,297.028248,48.208611,512.00,12.487,Kepler-band,12.463,5851.00,,1.41,0,,,,,1.560,0.139,,0.1455000,0.3400,2014,3,534.05,,4.20,,,Kepler
Kepler-107,c,Transit,4,4.90142500,0.059000,,,1,0,19h48m06.78s,+48d12m31.0s,297.028248,48.208611,512.00,12.487,Kepler-band,12.463,5851.00,,1.41,0,,,,,1.810,0.161,,0.1750000,0.7800,2014,3,534.05,,4.20,,,Kepler
Kepler-107,e,Transit,4,14.74904900,0.123000,,,1,0,19h48m06.78s,+48d12m31.0s,297.028248,48.208611,512.00,12.487,Kepler-band,12.463,5851.00,,1.41,0,,,,,3.450,0.308,,0.2745000,0.9000,2014,3,534.05,,4.20,,,Kepler
Kepler-108,b,Transit,2,49.18392100,0.292000,,,1,0,19h38m14.20s,+46d03m44.4s,294.559169,46.062325,729.00,12.654,Kepler-band,13.084,5854.00,,2.19,0,,,,,8.650,0.772,,0.4699000,0.0300,2014,3,,,3.90,,,Kepler
Kepler-108,c,Transit,2,190.32349400,0.721000,,,1,0,19h38m14.20s,+46d03m44.4s,294.559169,46.062325,729.00,12.654,Kepler-band,13.084,5854.00,,2.19,0,,,,,8.180,0.730,,0.6542000,0.8100,2014,3,,,3.90,,,Kepler
Kepler-109,c,Transit,2,21.22270000,,,,1,0,19h21m34.25s,+40d17m05.5s,290.392721,40.284875,482.00,12.365,Kepler-band,12.295,5952.00,1.04,1.32,0,,,21.80000,,2.520,0.225,,,0.1600,2014,3,481.40,,4.21,-0.080,5.730,Kepler
Kepler-110,b,Transit,2,12.69111200,0.107000,,,1,0,19h31m42.99s,+48d36m10.1s,292.929133,48.602814,692.00,12.935,Kepler-band,12.902,5960.00,,1.15,0,,,,,1.830,0.163,,0.1565000,0.1300,2014,3,596.52,,4.33,,,Kepler
Kepler-111,b,Transit,2,3.34181500,0.046000,,,1,0,19h26m36.76s,+44d41m17.8s,291.653170,44.688274,698.00,13.492,Kepler-band,13.419,5952.00,,1.16,0,,,,,1.580,0.141,,0.1154000,0.0100,2014,3,669.92,,4.38,,,Kepler
Kepler-75,b,Transit,1,8.88491160,0.081800,0.570000,89.120,1,0,19h24m33.02s,+36d34m38.6s,291.137593,36.577386,1140.00,15.264,Kepler-band,15.179,5200.00,0.91,0.89,0,767,,3209.90000,,11.770,1.050,,0.0866000,0.1300,2013,3,855.50,K0 V,4.50,0.300,6.200,Kepler
Kepler-76,b,Orbital Brightness Modulation,1,1.54492980,0.027400,,77.550,1,0,19h36m46.11s,+39d37m08.4s,294.192118,39.619003,844.00,13.308,Kepler-band,13.276,6409.00,1.20,1.32,0,2140,,638.83830,,15.244,1.360,,,0.9623,2013,3,842.87,F,4.20,-0.100,,Kepler
Kepler-78,b,Transit,1,0.35501000,,,79.000,1,0,19h34m58.01s,+44d26m54.0s,293.741690,44.448330,124.36,11.551,Kepler-band,11.529,5089.00,0.84,0.75,0,,,3.17830,,1.121,0.100,0.020000,,,2013,3,124.82,G,4.60,-0.140,,Kepler
Kepler-79,b,Transit,4,13.48450000,0.117000,0.015000,88.780,1,0,20h02m04.11s,+44d22m53.7s,300.517131,44.381580,995.00,13.914,Kepler-band,13.882,6174.00,1.17,1.30,0,,,10.90000,,3.470,0.310,0.067510,,0.4100,2012,3,1051.43,,4.27,-0.073,3.440,Kepler
Kepler-79,c,Transit,4,27.40290000,0.187000,0.030000,89.480,1,0,20h02m04.11s,+44d22m53.7s,300.517131,44.381580,995.00,13.914,Kepler-band,13.882,6174.00,1.17,1.30,0,,,5.90000,,3.720,0.332,0.078990,,0.2780,2012,3,1051.43,,4.27,-0.073,3.440,Kepler
Kepler-79,e,Transit,4,81.06590000,0.386000,0.012000,89.130,1,0,20h02m04.11s,+44d22m53.7s,300.517131,44.381580,995.00,13.914,Kepler-band,13.882,6174.00,1.17,1.30,0,,,4.10000,,3.490,0.311,0.045300,,0.9630,2014,3,1051.43,,4.27,-0.073,3.440,Kepler
Kepler-80,b,Transit,6,7.05246000,0.064800,,89.340,1,0,19h44m27.02s,+39d58m43.6s,296.112564,39.978779,357.00,14.804,Kepler-band,14.756,4540.00,0.73,0.68,0,,,6.93000,,2.670,0.238,,,,2012,3,373.41,K5,4.64,0.040,2.000,Kepler
Kepler-80,c,Transit,6,9.52355000,0.079200,,89.330,1,0,19h44m27.02s,+39d58m43.6s,296.112564,39.978779,357.00,14.804,Kepler-band,14.756,4540.00,0.73,0.68,0,,,6.74000,,2.740,0.244,,,,2012,3,373.41,K5,4.64,0.040,2.000,Kepler
Kepler-80,d,Transit,6,3.07222000,0.037200,,88.350,1,0,19h44m27.02s,+39d58m43.6s,296.112564,39.978779,357.00,14.804,Kepler-band,14.756,4540.00,0.73,0.68,0,,,6.75000,,1.530,0.136,,,,2014,3,373.41,K5,4.64,0.040,2.000,Kepler
Kepler-111,c,Transit,2,224.78460800,0.761000,,,1,0,19h26m36.76s,+44d41m17.8s,291.653170,44.688274,698.00,13.492,Kepler-band,13.419,5952.00,,1.16,0,,,,,7.300,0.651,,0.4664000,0.7200,2014,3,669.92,,4.38,,,Kepler
Kepler-112,b,Transit,2,8.40887800,0.076000,,,1,0,19h47m55.44s,+43d12m35.1s,296.981009,43.209751,499.00,13.771,Kepler-band,13.766,5544.00,,0.84,0,,,,,2.360,0.211,,0.1452000,0.0400,2014,3,520.90,,4.51,,,Kepler
Kepler-113,b,Transit,2,4.75400000,,,,1,0,19h11m59.49s,+50d56m39.6s,287.997883,50.944332,255.00,13.461,Kepler-band,13.460,4725.00,0.75,0.69,0,,,11.70000,,1.820,0.162,,,0.0800,2014,3,264.35,,4.64,0.050,6.890,Kepler
Kepler-113,c,Transit,2,8.92507000,,,,1,0,19h11m59.49s,+50d56m39.6s,287.997883,50.944332,255.00,13.461,Kepler-band,13.460,4725.00,0.75,0.69,0,,,8.70000,,2.180,0.194,,,0.5600,2014,3,264.35,,4.64,0.050,6.890,Kepler
Kepler-114,b,Transit,3,5.18854900,0.053000,,,1,0,19h36m29.14s,+48d20m58.3s,294.121421,48.349525,255.00,13.738,Kepler-band,13.712,4605.00,,0.67,0,,,,,1.260,0.112,,0.1015000,0.6900,2014,3,261.49,M0 V,4.65,,,Kepler
Kepler-114,d,Transit,3,11.77600000,,,,1,0,19h36m29.14s,+48d20m58.3s,294.121421,48.349525,255.00,13.738,Kepler-band,13.712,4605.00,,0.67,0,,,3.90000,,2.530,0.226,,,,2013,3,261.49,M0 V,4.65,,,Kepler
4 UMa,b,Radial Velocity,1,269.30000000,0.870000,0.432000,,0,0,08h40m12.82s,+64d19m40.6s,130.053406,64.327934,73.58,4.610,V (Johnson),4.160,4415.00,1.23,18.11,0,,,,2256.50000,,,,,,2006,3,73.58,K1 III,1.80,-0.250,4.604,Thueringer Landessternwarte Tautenburg
7 CMa,b,Radial Velocity,1,796.00000000,1.930000,0.220000,,0,0,06h36m41.04s,-19d15m21.2s,99.170990,-19.255878,19.82,3.920,V (Johnson),3.578,4792.00,1.52,2.30,0,,,,781.86180,,,,,,2011,3,19.82,K1 III,3.25,0.210,,Anglo-Australian Telescope
11 Com,b,Radial Velocity,1,326.03000000,1.290000,0.231000,,0,0,12h20m43.03s,+17d47m34.3s,185.179276,17.792868,93.37,4.740,V (Johnson),4.372,4742.00,2.70,19.00,0,,,,6165.60000,,,,,,2007,3,93.37,K0 III,2.31,-0.350,,Xinglong Station
11 UMi,b,Radial Velocity,1,516.21997000,1.530000,0.080000,,0,0,15h17m05.89s,+71d49m26.0s,229.274536,71.823898,125.72,5.016,V (Johnson),4.500,4213.00,2.78,29.79,0,,,,4684.81420,,,,,,2009,3,125.72,K4 III,1.93,-0.020,,Thueringer Landessternwarte Tautenburg
14 And,b,Radial Velocity,1,185.84000000,0.830000,0.000000,,0,0,23h31m17.42s,+39d14m10.3s,352.822571,39.236198,75.59,5.227,V (Johnson),4.872,4813.00,2.20,11.00,0,,,,1525.50000,,,,,,2008,3,75.59,G8 III,2.63,-0.240,,Okayama Astrophysical Observatory
14 Her,b,Radial Velocity,1,1773.40002000,2.930000,0.370000,,0,0,16h10m24.31s,+43d49m03.5s,242.601303,43.817646,17.94,6.610,V (Johnson),6.379,5338.00,0.90,0.93,0,,,,1481.08780,,,,,,2002,3,17.94,K0 V,4.45,0.410,,W. M. Keck Observatory
16 Cyg B,b,Radial Velocity,1,798.50000000,1.660000,0.680000,,0,0,19h41m51.97s,+50d31m03.1s,295.466553,50.517525,21.41,6.250,V (Johnson),6.057,5750.00,1.08,1.13,0,,,,565.73740,,,,,,1996,3,21.15,G2.5 V,4.36,0.060,,Multiple Observatories
18 Del,b,Radial Velocity,1,993.30000000,2.600000,0.080000,,0,0,20h58m25.94s,+10d50m21.4s,314.608063,10.839286,76.38,5.506,V (Johnson),5.244,4979.00,2.30,8.50,0,,,,3273.50000,,,,,,2008,3,76.38,G6 III,2.82,-0.052,,Okayama Astrophysical Observatory
24 Sex,b,Radial Velocity,2,452.80000000,1.333000,0.090000,,0,0,10h23m28.37s,-00d54m08.1s,155.868210,-0.902244,72.21,6.441,V (Johnson),6.198,5098.00,1.54,4.90,0,,,,632.46000,,,,,,2010,3,72.21,K0 IV,3.50,-0.030,2.700,Lick Observatory
42 Dra,b,Radial Velocity,1,479.10000000,1.190000,0.380000,,0,0,18h25m59.14s,+65d33m48.5s,276.496399,65.563484,90.86,4.820,V (Johnson),4.364,4200.00,0.98,22.03,0,,,,1233.13000,,,,,,2008,3,90.86,K1.5 III,1.71,-0.460,9.490,Thueringer Landessternwarte Tautenburg
47 UMa,c,Radial Velocity,3,2391.00000000,3.600000,0.098000,,0,0,10h59m27.97s,+40d25m48.9s,164.866562,40.430256,13.80,5.050,V (Johnson),4.831,5892.00,1.03,1.23,0,,,,171.62100,,,,,,2001,3,13.80,G0 V,4.27,0.000,7.300,Lick Observatory
47 UMa,d,Radial Velocity,3,14002.00000000,11.600000,0.160000,,0,0,10h59m27.97s,+40d25m48.9s,164.866562,40.430256,13.80,5.050,V (Johnson),4.831,5892.00,1.03,1.23,0,,,,521.22000,,,,,,2009,3,13.80,G0 V,4.27,0.000,7.300,Lick Observatory
55 Cnc,b,Radial Velocity,5,14.65152000,0.115227,0.003400,90.000,0,0,08h52m35.81s,+28d19m50.9s,133.149216,28.330818,12.59,5.960,V (Johnson),5.714,5196.00,0.91,0.94,0,,,263.97850,,,,,,,1996,3,12.59,G8 V,4.45,0.310,10.200,Lick Observatory
55 Cnc,c,Radial Velocity,5,44.41750000,0.241376,0.020000,90.000,0,0,08h52m35.81s,+28d19m50.9s,133.149216,28.330818,12.59,5.960,V (Johnson),5.714,5196.00,0.91,0.94,0,,,54.47380,,,,,,,2004,3,12.59,G8 V,4.45,0.310,10.200,McDonald Observatory
55 Cnc,e,Radial Velocity,5,0.73653900,0.015440,,83.300,0,0,08h52m35.81s,+28d19m50.9s,133.149216,28.330818,12.59,5.960,V (Johnson),5.714,5196.00,0.91,0.94,0,,,8.08000,,1.910,0.170,,,0.4100,2004,3,12.59,G8 V,4.45,0.310,10.200,McDonald Observatory
55 Cnc,f,Radial Velocity,5,262.00000000,0.788000,0.305000,90.000,0,0,08h52m35.81s,+28d19m50.9s,133.149216,28.330818,12.59,5.960,V (Johnson),5.714,5196.00,0.91,0.94,0,,,44.81200,,,,,,,2007,3,12.59,G8 V,4.45,0.310,10.200,Multiple Observatories
61 Vir,b,Radial Velocity,3,4.21500000,0.050201,0.120000,,0,0,13h18m24.32s,-18d18m40.3s,199.601318,-18.311195,8.51,4.740,V (Johnson),4.477,5577.00,0.94,0.96,0,,,,5.10000,,,,,,2009,3,8.51,G5 V,4.34,-0.010,8.960,Multiple Observatories
61 Vir,c,Radial Velocity,3,38.02100000,0.217500,0.140000,,0,0,13h18m24.32s,-18d18m40.3s,199.601318,-18.311195,8.51,4.740,V (Johnson),4.477,5577.00,0.94,0.96,0,,,,18.20000,,,,,,2009,3,8.51,G5 V,4.34,-0.010,8.960,Multiple Observatories
70 Vir,b,Radial Velocity,1,116.68840000,0.480000,0.400000,,0,0,13h28m25.81s,+13d46m43.6s,202.107544,13.778788,17.91,4.980,V (Johnson),4.709,5531.00,1.14,1.84,0,,,,2421.86460,,,,,,1996,3,17.91,G4 V,3.97,-0.060,,Lick Observatory
81 Cet,b,Radial Velocity,1,952.70000000,2.500000,0.206000,,0,0,02h37m41.80s,-03d23m46.2s,39.424168,-3.396175,101.53,5.650,V (Johnson),5.349,4785.00,2.40,11.00,0,,,,1684.40000,,,,,,2008,3,101.53,G5 III,2.35,-0.060,,Okayama Astrophysical Observatory
91 Aqr,b,Radial Velocity,1,181.40000000,0.700000,0.027000,,0,0,23h15m53.50s,-09d05m15.9s,348.972900,-9.087737,44.08,4.250,V (Johnson),3.863,4665.00,1.40,11.00,0,,,,1017.00000,,,,,,2013,3,44.08,K0 III,2.52,-0.030,3.560,Lick Observatory
DH Tau,b,Imaging,1,,330.000000,,,0,0,04h29m41.56s,+26d32m58.3s,67.423158,26.549520,140.00,,,12.496,,0.33,0.27,0,,,3496.00000,,,,,,,2004,3,135.35,M0.5,,,0.001,Subaru Telescope
DP Leo,b,Eclipse Timing Variations,1,10220.00000000,8.190000,0.390000,,0,0,11h17m16.00s,+17d57m41.1s,169.316667,17.961417,,,,,,0.69,,1,,,,1922.79000,,,,,,2009,3,,,,,,Yunnan Astronomical Observatory
GU Psc,b,Imaging,1,,2000.000000,,,0,0,01h12m35.04s,+17d03m55.7s,18.146006,17.065475,48.00,13.550,V (Johnson),12.966,,0.33,,0,1050,,3591.30000,,14.179,1.265,,,,2014,3,47.61,M3,,0.100,0.100,Gemini Observatory
HN Peg,b,Imaging,1,,773.000000,,,0,0,21h44m31.33s,+14d46m19.0s,326.130554,14.771939,18.13,5.950,V (Johnson),5.811,5974.00,1.10,1.04,0,,,6991.57000,,11.777,1.051,,,,2006,3,18.13,G0 IV-V,4.48,-0.020,3.100,Spitzer Space Telescope
NN Ser,c,Eclipse Timing Variations,2,5573.55000000,5.350000,0.080000,,0,0,15h52m56.13s,+12d54m44.7s,238.233879,12.912411,500.00,,,16.590,57000.00,0.54,,1,,,2329.60000,,,,,,,2010,3,521.75,WD,,,,Multiple Observatories
NY Vir,b,Eclipse Timing Variations,1,2985.70000000,,0.440000,,0,0,13h38m48.15s,-02d01m49.1s,204.700622,-2.030315,551.99,,,13.394,,,,1,,,,883.53000,,,,,,2011,3,551.99,,,,,Multiple Observatories
RR Cae,b,Eclipse Timing Variations,1,4343.50000000,5.300000,0.000000,17.600,0,0,04h21m05.56s,-48d39m07.1s,65.273181,-48.651976,21.20,,,13.658,,0.44,,1,,,,1334.88600,,,,,,2012,3,21.20,M,,,,Leoncito Astronomical Complex
UZ For,b,Eclipse Timing Variations,2,5840.00000000,5.900000,0.040000,,0,0,03h35m28.64s,-25d44m21.8s,53.869338,-25.739395,239.60,,,16.694,,0.70,,1,,,2002.20000,,,,,,,2011,3,239.60,,,,,Multiple Observatories
alf Ari,b,Radial Velocity,1,380.80000000,1.200000,0.250000,,0,0,02h07m10.41s,+23d27m44.7s,31.793364,23.462423,20.21,2.000,V (Johnson),,4553.00,1.50,13.90,0,,,,572.07000,,,,,,2010,3,,K1 IIIb,,,,Bohyunsan Optical Astronomical Observatory
bet Cnc,b,Radial Velocity,1,605.20000000,1.700000,0.080000,,0,0,08h16m30.92s,+09d11m08.0s,124.128838,9.185545,90.54,3.530,V (Johnson),2.927,4092.10,1.70,47.20,0,,,,2479.00000,,,,,,2014,3,90.54,K4 III,1.40,-0.290,1.850,Bohyunsan Optical Astronomical Observatory
bet Pic,b,Imaging,1,7665.00000000,9.100000,0.080000,88.900,0,0,05h47m17.09s,-51d03m59.4s,86.821198,-51.066513,19.75,3.850,V (Johnson),3.725,,1.76,,0,,,,,,,,,,2008,3,19.75,A5 V,,,,Paranal Observatory
eps Eri,b,Radial Velocity,1,2502.00000000,3.390000,0.702000,30.100,0,0,03h32m55.84s,-09d27m29.7s,53.232685,-9.458262,3.21,3.820,V (Johnson),3.369,,0.83,,0,,,492.63650,247.90740,,,,,,2000,3,3.20,K2 V,,-0.130,0.800,Multiple Observatories
eps CrB,b,Radial Velocity,1,417.90000000,1.300000,0.110000,,0,0,15h57m35.25s,+26d52m40.4s,239.396881,26.877880,69.98,4.150,V (Johnson),3.660,4406.00,1.70,21.00,0,,,,2129.46100,,,,,,2012,3,69.98,K2 III,1.94,-0.094,1.740,Bohyunsan Optical Astronomical Observatory
gam 1 Leo,b,Radial Velocity,1,428.50000000,1.190000,0.144000,,0,0,10h19m58.36s,+19d50m29.4s,154.993149,19.841488,38.52,1.980,V (Johnson),,4330.00,1.23,31.88,0,,,,2790.43000,,,,,,2009,3,,K1 IIIb Fe-0.5,,,,Bohyunsan Optical Astronomical Observatory
gam Cep,b,Radial Velocity,1,903.30000000,2.050000,0.049000,,0,0,23h39m20.85s,+77d37m56.2s,354.836884,77.632278,13.54,3.210,V (Johnson),2.804,,1.40,4.90,0,,,,587.96000,,,,,,2003,3,13.54,K1 IV,,,,Multiple Observatories
kap And,b,Imaging,1,,55.000000,,,0,0,23h40m24.51s,+44d20m02.2s,355.102112,44.333931,50.06,4.140,V (Johnson),4.053,10900.00,2.60,,0,1900,,4327.36000,,,,,,,2012,3,50.06,B9 IV,3.78,-0.360,0.030,Subaru Telescope
mu Leo,b,Radial Velocity,1,357.80000000,1.100000,0.090000,,0,0,09h52m45.82s,+26d00m25.0s,148.190903,26.006952,32.63,3.880,V (Johnson),3.421,4538.20,1.50,11.40,0,,,,762.80000,,,,,,2014,3,32.63,K2 III,2.40,0.360,3.350,Bohyunsan Optical Astronomical Observatory
